COM_ERR_SF_ESTOP,POE\Main\Code.GB,1,OUT,4,20,Write,,BOOL,NSQX0.0,,VAR_GLOBAL,GLOBAL,,
COM_RESET_SF,POE\Main\Code.GB,1,IN,3,10,Read,,BOOL,NSIX0.0,,VAR_GLOBAL,GLOBAL,,
SDI_ESTOP,POE\Main\Code.GB,1,IN,5,18,Read,,SAFEBOOL,SIX16.2,,VAR_GLOBAL,GLOBAL,,
SM_Axis_ROB_01,POE\Main\Code.GB,2,IN,49,10,Read,,SAFEINT,SAFEINT#0,,VAR_GLOBAL,GLOBAL,,
